Genre,Filename,MFCC_0_mean,MFCC_0_std,MFCC_0_min,MFCC_0_max,MFCC_1_mean,MFCC_1_std,MFCC_1_min,MFCC_1_max,MFCC_2_mean,MFCC_2_std,MFCC_2_min,MFCC_2_max,MFCC_3_mean,MFCC_3_std,MFCC_3_min,MFCC_3_max,MFCC_4_mean,MFCC_4_std,MFCC_4_min,MFCC_4_max,MFCC_5_mean,MFCC_5_std,MFCC_5_min,MFCC_5_max,MFCC_6_mean,MFCC_6_std,MFCC_6_min,MFCC_6_max,MFCC_7_mean,MFCC_7_std,MFCC_7_min,MFCC_7_max,MFCC_8_mean,MFCC_8_std,MFCC_8_min,MFCC_8_max,MFCC_9_mean,MFCC_9_std,MFCC_9_min,MFCC_9_max,MFCC_10_mean,MFCC_10_std,MFCC_10_min,MFCC_10_max,MFCC_11_mean,MFCC_11_std,MFCC_11_min,MFCC_11_max,MFCC_12_mean,MFCC_12_std,MFCC_12_min,MFCC_12_max
blues,blues.00012.wav,-207.2383,67.64448,-404.68402,-42.353096,132.82741,25.807415,36.657215,200.27313,-15.45408,30.581554,-94.3755,73.2023,60.980972,18.180555,2.7643778,110.05444,0.7190263,17.718584,-62.276894,36.71077,12.4613285,10.055081,-21.82417,54.347965,1.1633852,10.389085,-37.661903,30.678633,-1.5329198,10.565761,-27.053322,34.034927,-17.895847,9.817126,-56.518013,21.196442,8.360363,9.737114,-16.313608,55.03699,-2.459651,11.817762,-31.531933,34.552902,-0.5846391,9.6303835,-35.391792,31.849054,0.37226447,9.280758,-25.980186,37.016014
blues,blues.00013.wav,-209.80392,44.369503,-320.58655,-73.96017,124.46476,23.279465,50.645035,175.92834,10.309394,25.73227,-75.74507,61.64186,47.016357,12.182557,0.25916085,87.453545,6.478227,10.094635,-34.487495,39.4971,15.41512,12.090125,-22.854412,53.17272,-2.0159416,8.332613,-33.648205,25.959454,6.7262187,8.718923,-34.05921,36.980354,-21.543222,9.819252,-61.13082,0.7180798,10.720836,9.7908325,-12.006659,49.48905,-5.5328465,9.521119,-31.177452,25.324741,-2.1957276,7.694036,-29.513935,20.227455,-3.0491858,7.23287,-27.524166,21.711113
blues,blues.00014.wav,-305.66437,90.51317,-439.14618,-74.082,113.07102,26.117973,45.01393,182.83139,12.107334,38.245975,-91.98788,70.966934,45.052197,14.985571,9.259594,130.39053,17.734386,15.774929,-30.21457,55.067192,14.590071,12.4327,-37.51184,48.877007,4.147996,12.554463,-33.766167,36.45935,0.22631156,12.918809,-34.870728,26.839132,-7.021587,9.878759,-45.00513,16.981909,13.646477,8.76354,-25.674366,49.074913,8.91421,9.488391,-24.081753,44.45024,1.3037987,7.9179473,-26.12619,34.133636,5.9549785,8.019833,-14.400393,33.06391
blues,blues.00015.wav,-238.51962,66.17874,-373.55765,-63.736202,120.10219,26.984787,5.0758915,178.63506,-4.2219477,31.285717,-91.12515,62.201298,42.294594,19.575136,-24.849487,122.26893,5.923822,17.283571,-48.91075,57.03898,13.911398,10.834489,-31.44379,50.238693,5.350524,10.93795,-39.53035,41.62903,1.8952672,11.9949665,-40.50602,37.91277,-16.928087,9.477281,-52.75202,10.054317,12.343145,8.731137,-13.147652,50.705326,3.9388995,9.033889,-17.285477,37.76104,-1.3966831,7.8044834,-27.959587,27.195772,0.013027749,7.7824545,-38.780407,33.043022
blues,blues.00016.wav,-233.77281,70.41757,-350.7842,-60.082573,120.66434,23.701458,53.577538,184.08731,-3.164092,34.74571,-89.53128,58.176723,39.514828,19.920452,-24.290478,112.348434,3.8315241,16.866493,-58.341866,41.028023,18.828156,12.50294,-18.578053,55.31257,-3.6787386,10.022332,-40.351345,30.083914,4.4254684,10.560239,-31.532497,37.340866,-14.964927,10.076125,-50.633602,7.737838,17.571478,10.110481,-8.713962,49.674213,1.8461249,10.419307,-29.5179,30.497347,2.5500886,8.156764,-22.070324,24.109774,-1.2302392,8.066139,-29.544947,23.64556
blues,blues.00017.wav,-245.68724,72.08507,-398.8249,-76.57983,140.48125,28.287134,43.72338,194.8542,-2.7912185,28.21038,-76.39078,78.83075,60.404514,18.997026,5.664798,115.4548,18.903513,15.344066,-33.380173,53.01227,9.828394,9.991208,-34.2734,49.35842,3.563824,10.888111,-28.81747,34.655792,0.52286255,9.659253,-28.138214,34.447353,-16.378489,11.362887,-53.54915,11.219564,6.6293535,10.258175,-20.434952,42.231384,7.2584243,9.839573,-17.96565,43.174866,-4.021235,8.445612,-32.23047,19.696962,1.601125,8.541871,-23.295906,29.240986
blues,blues.00018.wav,-252.48178,53.611404,-342.5981,-61.133617,104.94516,24.577627,18.373014,164.98615,15.296445,25.728199,-78.3102,53.324883,42.68784,12.756243,5.096286,100.52335,6.770452,9.637041,-25.411362,35.395454,21.611765,10.829065,-10.502993,46.28088,-1.3111783,8.571541,-21.304722,24.682344,5.681745,10.026283,-18.825602,32.00474,-16.636873,11.207312,-58.34362,7.724516,12.16935,11.120345,-12.71808,47.192566,-1.9619533,7.2225337,-22.604063,28.746078,1.9602653,8.047303,-24.110617,27.459505,-0.89822775,6.982861,-22.092445,28.968735
blues,blues.00019.wav,-236.67947,74.6769,-412.23358,-64.86793,138.4056,23.157816,22.296444,184.99762,-4.9304795,34.16023,-96.24663,71.953445,47.6545,17.642038,-11.101738,100.06906,5.1578503,21.593693,-55.652615,53.77516,8.887806,9.574885,-17.34798,51.21553,0.48740575,9.902548,-30.871738,31.387531,-3.788342,12.609612,-33.34583,44.41987,-14.984866,8.794789,-43.37355,9.427466,10.428946,10.222542,-14.383453,53.227562,-0.3413842,11.598304,-34.783287,42.111496,0.7833589,8.970518,-24.830809,30.545021,1.7809838,8.8266945,-33.07469,29.43871
blues,blues.00020.wav,-230.36378,54.673214,-335.02173,-57.98493,127.07773,19.944132,35.859802,177.18585,7.114696,24.502907,-72.2222,54.963333,39.767056,13.266759,-3.2178035,102.58027,1.9217218,10.790005,-59.704826,44.47673,17.410606,10.008848,-21.652498,46.079746,-5.626918,8.926415,-44.5885,34.541466,8.2406645,8.336122,-30.092976,41.13259,-18.116041,7.7557545,-42.37304,9.13586,13.844725,8.527019,-11.1493025,47.52311,-3.7571108,8.459759,-39.68875,32.60694,2.579849,8.636519,-21.308205,32.842728,-4.3167143,7.911321,-31.174278,21.57011
blues,blues.00021.wav,-264.67126,79.628624,-419.88382,-27.703382,138.85434,31.645363,44.00275,214.91707,11.167329,35.826588,-107.173546,71.63396,48.523926,19.268068,-0.6287917,121.373024,14.904312,15.752653,-37.58204,45.096775,20.586437,11.402316,-14.594329,45.954376,3.2061763,10.952874,-36.336594,35.38617,1.2635795,10.218165,-34.04673,34.38247,-15.839373,9.767083,-44.86531,16.4463,15.975112,9.236078,-5.7118526,51.695312,3.358218,8.89637,-24.421125,34.2294,-1.506641,8.481329,-27.871964,20.48242,1.8969209,8.368644,-28.435825,24.327864
blues,blues.00022.wav,-233.96312,80.64891,-413.21808,-50.608067,136.14453,30.979477,24.726715,199.19637,3.3066366,34.102406,-88.49536,74.11948,48.930626,19.595057,-0.91352,110.59245,8.705184,17.453188,-41.861507,45.482132,13.989511,12.861147,-26.329979,46.60543,5.3627157,10.272203,-37.336296,30.251482,0.4101892,11.319863,-34.435474,31.154083,-13.483557,12.328202,-51.63311,17.21434,16.860369,9.09573,-8.6665745,42.095535,5.134752,10.69404,-31.910591,36.636604,-2.2307274,8.787573,-26.52452,34.11077,3.9538214,8.124322,-18.245811,30.211823
blues,blues.00023.wav,-227.2558,64.377014,-368.0817,-55.366894,137.76518,22.520338,42.803413,181.87102,-14.502317,35.287315,-106.65254,59.30674,63.57536,14.525473,4.397696,124.388245,5.6017485,12.350949,-36.093582,44.82418,11.988768,9.674015,-23.763653,36.167034,1.8891488,10.127279,-46.166664,26.75925,-1.8709356,9.341796,-30.779839,30.927902,-7.618036,9.875039,-41.606712,15.461483,-2.4516425,9.880967,-28.601482,26.167446,-2.8980217,10.205561,-25.884857,38.94808,-9.433825,9.376958,-36.735527,18.58043,-10.939208,10.757296,-39.400536,17.483635
blues,blues.00024.wav,-274.37683,76.942955,-441.06424,-68.74557,130.40738,22.369991,39.370224,203.61122,-6.357468,36.64674,-90.4332,66.89035,70.38822,17.649294,13.799675,120.67128,13.269664,15.178369,-28.88411,57.192043,9.472181,12.471086,-27.389488,51.433167,7.7330894,11.023006,-30.741909,34.45659,-1.2365491,12.25795,-37.182907,37.19902,-0.5709878,9.704188,-36.85218,33.67308,-2.2971628,8.298589,-27.860785,22.663445,3.7794154,8.76019,-20.5064,31.805202,0.08548222,8.574176,-23.248014,45.568283,-0.9368571,11.253346,-25.921421,34.36525
blues,blues.00025.wav,-249.31532,63.068672,-389.4153,-111.914856,131.00032,18.391453,63.501347,184.35587,0.6778697,39.736237,-117.31619,81.22456,66.704155,17.273815,-2.4151,109.82192,17.911272,13.546628,-19.610882,63.067665,4.623277,13.160499,-33.0027,38.698967,6.603809,9.819101,-30.47776,33.721275,1.2421156,9.912778,-29.16396,37.45449,1.4099408,8.702796,-32.788773,24.359022,-1.5849273,9.579125,-23.227266,34.22619,-0.9725387,10.062399,-24.288498,30.991951,-3.5726156,9.225783,-28.333609,38.68524,-2.9297993,9.288097,-28.375694,48.85086
blues,blues.00026.wav,-284.64056,78.756256,-422.61124,-62.90829,108.80131,25.991207,44.042175,177.5185,9.085319,38.012424,-114.96236,76.74298,51.198063,17.221447,-11.190998,129.6326,18.07189,14.520167,-36.453857,53.54743,7.6021547,13.486546,-33.676582,43.991455,8.755716,11.045979,-35.123848,36.6709,2.3540907,10.155268,-31.500957,28.014465,0.0033673658,9.667358,-48.01367,23.826773,2.2484956,10.2998,-29.991379,32.91054,4.1991253,9.182453,-23.13282,36.381012,-3.283064,9.886891,-31.39976,33.775574,1.6176826,8.281033,-25.488747,30.08781
blues,blues.00027.wav,-228.20984,53.04508,-356.30496,-107.48186,130.32317,26.256826,68.80777,191.5806,-23.311424,30.451109,-97.70189,48.115303,70.20095,19.941048,12.157417,125.99817,1.1310546,13.481137,-39.25441,46.384995,7.584427,12.413022,-37.06555,39.102432,0.9005107,10.017086,-35.25238,30.263065,1.9828155,9.395953,-27.020927,40.21427,-6.164415,7.864984,-32.533524,14.31028,-9.382748,9.277066,-31.499386,19.879753,-2.56378,10.384273,-31.15615,25.922901,-4.5257525,7.68085,-28.00745,22.384317,-0.2604644,8.233728,-23.70998,22.396301
blues,blues.00028.wav,-248.98882,70.42846,-397.3656,-63.086987,139.05774,19.949247,79.51543,202.48447,-16.27087,34.143238,-95.35234,49.679726,57.137146,18.143696,0.046952844,98.47156,20.188509,12.57869,-19.001947,55.234074,10.186956,11.5422325,-24.637886,39.46157,4.5429106,11.239727,-49.608185,32.814972,0.3310718,10.874915,-31.785103,31.620188,-7.8745785,8.356059,-34.284912,22.48337,-3.4545717,8.277096,-28.159904,29.504616,-2.6574361,8.91515,-26.099184,29.089668,-2.8329575,8.164123,-31.024076,32.568478,-0.90465844,9.767704,-22.838757,31.727356
blues,blues.00029.wav,-233.72897,60.71241,-441.98563,-68.98938,101.19028,29.751743,-43.608555,165.6979,17.647955,19.370012,-41.148724,82.154816,23.734173,14.8012495,-41.966866,68.81627,2.0825462,15.082637,-46.950256,43.680992,25.936394,11.643324,-16.735435,66.935394,-16.956385,18.417284,-69.7069,33.68743,15.084952,10.656017,-13.673956,54.825428,-22.273954,9.916282,-55.10959,10.6972885,4.38161,11.076237,-25.439627,42.79119,-23.201656,12.937291,-57.39631,23.952913,-6.050581,9.039295,-37.18927,30.660885,-5.067927,8.991291,-36.186687,38.64813
blues,blues.00030.wav,-206.93233,45.00081,-344.33694,-65.11007,117.80414,27.631823,-9.61017,175.7372,23.241365,16.767239,-37.000847,69.61902,28.308992,16.16462,-36.961628,85.52528,-1.126013,13.957168,-46.499542,36.766026,18.867395,12.685312,-12.091646,70.24959,-21.97302,14.575561,-63.91896,11.140356,17.844067,11.717653,-11.858713,57.34482,-25.595348,14.146356,-66.19989,17.373413,2.139523,10.152356,-25.209412,31.642519,-17.782476,8.550712,-46.796883,7.893158,-8.011028,7.7710986,-35.498848,17.216843,-17.610441,8.53409,-42.133106,8.432615
blues,blues.00031.wav,-221.87302,50.120155,-357.13962,-93.42037,110.8554,24.21547,-12.288399,165.5214,18.636082,13.800015,-34.72603,58.530373,30.92296,13.434972,-13.832935,73.91751,3.2964358,14.877094,-51.510635,38.263172,22.585636,10.030203,-12.650908,52.360847,-20.403688,17.845789,-73.01239,18.732058,12.121834,10.7006235,-16.703947,53.1094,-26.332514,10.440435,-57.97316,5.5973034,-4.367301,10.110743,-38.17932,25.5201,-26.395552,11.351647,-58.230125,14.842544,-13.04718,10.366905,-40.645123,44.028824,-12.667627,12.100626,-45.55271,37.289993
blues,blues.00032.wav,-288.7327,72.93172,-498.87622,-61.323677,105.90115,28.80309,-66.52433,166.02945,18.776207,20.827404,-56.272793,86.914246,23.682646,18.50763,-33.465363,62.638596,5.6820407,19.532705,-63.08577,44.511986,25.54894,12.815783,-13.511706,70.11528,-13.463247,15.106858,-67.494576,17.567509,12.437668,11.2085905,-16.474712,49.821724,-11.963671,14.010676,-69.87009,22.882372,1.5746143,11.502111,-26.862095,49.99866,-15.640525,11.236612,-61.18232,14.769241,-6.632071,9.041329,-50.102386,21.11578,-11.693039,10.121297,-44.882668,15.436535
blues,blues.00033.wav,-238.96988,56.839176,-403.17584,-112.62649,108.68232,28.656258,-19.84895,172.33241,34.158817,16.709719,-14.87719,91.04082,30.20716,17.398487,-21.13425,82.288994,-0.49822134,15.410606,-47.45085,40.220783,27.279755,11.862947,-16.857916,62.318474,-21.377928,16.932917,-76.51997,17.697826,14.166391,11.802988,-19.696678,48.242233,-24.509224,10.837011,-60.359398,11.406734,-1.8904003,13.385477,-45.520264,42.240067,-28.051817,11.275615,-61.451157,3.7347922,-11.25711,9.361098,-47.94655,25.918144,-16.457558,9.532931,-47.344845,18.737225
blues,blues.00034.wav,-217.18364,59.99961,-428.56308,-63.109356,105.78522,23.107355,-22.672237,159.22098,15.602848,18.931713,-53.9906,77.65907,25.24884,14.809595,-16.9093,67.80861,-1.4500507,14.696085,-45.001755,41.73082,30.19327,10.83843,-10.67602,59.005974,-17.716621,14.952843,-66.340775,26.717918,17.319042,11.248332,-12.112761,60.77571,-27.213608,10.593323,-64.11978,5.37939,4.338282,13.312605,-28.830084,42.86592,-20.0573,10.7339945,-49.01752,8.839899,-10.700285,8.415873,-40.670616,17.2317,-14.228785,10.247084,-49.377846,14.70092
blues,blues.00035.wav,-171.79478,44.05371,-306.33984,-65.45445,120.28173,26.329115,25.39999,182.88504,15.331755,16.405777,-31.015644,61.82374,21.094315,12.104945,-10.719241,57.858044,-5.3954434,13.25229,-56.836067,27.121609,24.185543,10.919039,-22.753916,59.716064,-24.130846,12.065801,-58.40733,12.474912,18.545135,10.032903,-4.098961,53.6364,-22.342922,11.808719,-54.07382,11.45299,1.3107386,10.758331,-24.439636,40.00409,-20.765268,8.249957,-57.041103,10.042427,-4.991692,9.02162,-38.003056,20.218832,-17.108126,9.305774,-46.530518,7.433672
blues,blues.00036.wav,-200.18538,53.619408,-338.09586,-76.89545,116.348595,22.015095,-6.831084,186.25238,17.990738,14.107618,-33.99147,62.966904,25.287695,17.073444,-36.892685,67.934006,0.28717083,13.394329,-44.031548,34.057182,24.193773,9.995521,-6.4913797,59.07418,-22.253931,17.517431,-68.15729,14.798967,11.182934,9.748541,-18.17099,44.600304,-26.854319,9.854842,-61.60785,-0.20866287,-7.637254,10.513735,-34.53337,30.48163,-24.876745,11.096255,-58.937813,8.344552,-12.010829,9.936312,-45.897377,21.257616,-17.024942,8.816274,-44.95616,11.6614895
blues,blues.00037.wav,-328.56018,86.45155,-499.0418,-62.443455,102.70981,25.12863,1.3553759,167.1995,19.872597,26.521942,-65.76468,85.29802,26.714405,13.066863,-13.517757,62.502308,7.1520658,15.894049,-61.18562,46.40805,22.708387,15.762461,-10.604702,77.35666,-6.9570885,14.448738,-46.04027,28.9727,12.789707,12.444314,-18.321663,58.93187,-10.729283,12.585362,-42.695,21.050938,-0.4425989,9.143344,-33.152786,22.92235,-12.386709,10.497478,-46.241257,20.731197,-8.909131,10.5339575,-40.450153,36.868736,-9.215009,11.265278,-48.228287,20.886288
blues,blues.00038.wav,-192.69032,56.718975,-388.18884,-43.264584,111.157486,27.577747,-35.700737,166.48274,21.351843,17.276585,-37.755196,84.274025,26.396648,15.820855,-28.181473,59.472893,-0.64950144,13.79875,-51.654167,45.43142,23.48705,13.054749,-14.641627,69.740295,-25.476696,10.968914,-53.21353,14.975777,16.92198,11.917705,-11.51796,52.274223,-16.971931,13.805895,-56.835777,22.220646,5.785404,9.871563,-23.669006,37.096714,-25.736197,9.272168,-52.340397,9.735787,-5.0530734,8.56224,-28.247694,19.943195,-17.632252,9.005626,-47.601288,10.489957
blues,blues.00039.wav,-301.70804,71.17029,-436.51215,-115.494125,111.53328,24.356682,-18.067589,159.87018,21.896053,17.366556,-31.144552,72.74963,16.15057,15.556696,-23.784771,60.24939,8.198791,16.848637,-46.885654,52.23343,22.081917,11.759881,-12.884909,60.110523,-8.601798,16.760689,-71.89382,30.04807,1.482753,10.9965515,-27.78688,36.30518,-17.077759,10.637947,-53.33745,11.687744,-8.343712,10.65162,-32.929924,27.771875,-17.010782,10.31875,-49.362663,7.66787,-10.576027,9.443257,-39.141167,26.82545,-15.687029,8.847081,-48.486084,12.454762
blues,blues.00040.wav,-110.285034,35.86398,-218.44441,-30.04483,90.71587,15.162674,35.886116,134.41907,-2.5352986,15.081648,-54.362137,56.25316,74.0649,10.687674,24.709435,106.81261,-11.763082,10.655944,-42.90046,23.87535,39.210945,8.128439,12.041313,60.548344,-13.171311,9.2917595,-47.00495,15.748286,20.544197,7.1026683,-2.4246688,44.03945,-17.162983,6.8599596,-38.943275,2.287726,12.8139715,9.671825,-13.73324,36.953156,-21.437147,6.4119205,-39.19969,-0.41781104,5.957196,7.003153,-15.713938,34.25073,-8.026906,6.8658004,-30.920643,13.1507435
blues,blues.00041.wav,-107.203255,37.665695,-226.15514,-12.917517,88.49288,19.480131,-4.137671,130.18347,-4.1719,18.006502,-57.662186,51.55504,55.477848,11.379154,18.31988,88.84063,-8.0177145,10.343279,-37.80145,24.625017,38.413597,8.396286,4.5947185,60.589,-6.4136605,9.462428,-29.491787,26.163805,28.57575,9.256715,-7.671896,55.883656,-19.81994,7.4026923,-43.172134,-1.1125998,13.244698,11.171432,-10.513986,51.75692,-19.248566,8.292434,-48.14834,14.084194,12.076122,7.2369137,-10.956172,45.493435,-4.582267,7.536029,-25.066912,22.29401
blues,blues.00042.wav,-159.5804,49.38464,-320.70914,-32.42259,69.80602,15.516134,26.627205,120.713,-4.402107,22.696037,-53.780777,67.40306,76.845116,10.556927,36.124756,107.57005,3.914898,10.901325,-29.10513,36.556255,45.175884,6.400873,23.260063,62.383736,-4.860274,7.627601,-30.492231,16.71727,32.20158,6.712236,12.653142,54.420113,-9.805074,8.270932,-32.166668,18.847689,7.809358,8.1809,-24.969948,30.684711,-21.826738,8.504869,-44.61123,3.7831852,9.69575,6.387624,-9.691286,30.375698,-2.5847607,8.9197,-25.28817,31.473652
blues,blues.00043.wav,-109.14071,47.001118,-225.58751,11.387823,100.619644,15.183086,57.626095,147.26218,-8.666454,19.631218,-75.75656,25.237324,47.35473,9.114983,9.808426,91.84314,-6.568465,9.471929,-35.20009,20.772385,39.617756,9.611093,10.925959,68.696655,-8.521923,9.530641,-41.246536,32.37796,29.572609,6.397233,0.6376957,50.526516,-16.594837,7.659633,-37.71694,7.6208954,13.170881,10.655595,-9.563582,49.706367,-24.213415,6.4107437,-39.881645,-0.8253664,6.5830193,7.939044,-20.505802,37.95694,-8.652447,6.596293,-32.54927,13.149368
