chroma_stft_0_mean,chroma_stft_1_mean,chroma_stft_2_mean,chroma_stft_3_mean,chroma_stft_4_mean,chroma_stft_5_mean,chroma_stft_6_mean,chroma_stft_7_mean,chroma_stft_8_mean,chroma_stft_9_mean,chroma_stft_10_mean,chroma_stft_11_mean,chroma_stft_0_var,chroma_stft_1_var,chroma_stft_2_var,chroma_stft_3_var,chroma_stft_4_var,chroma_stft_5_var,chroma_stft_6_var,chroma_stft_7_var,chroma_stft_8_var,chroma_stft_9_var,chroma_stft_10_var,chroma_stft_11_var,chroma_cqt_0_mean,chroma_cqt_1_mean,chroma_cqt_2_mean,chroma_cqt_3_mean,chroma_cqt_4_mean,chroma_cqt_5_mean,chroma_cqt_6_mean,chroma_cqt_7_mean,chroma_cqt_8_mean,chroma_cqt_9_mean,chroma_cqt_10_mean,chroma_cqt_11_mean,chroma_cqt_0_var,chroma_cqt_1_var,chroma_cqt_2_var,chroma_cqt_3_var,chroma_cqt_4_var,chroma_cqt_5_var,chroma_cqt_6_var,chroma_cqt_7_var,chroma_cqt_8_var,chroma_cqt_9_var,chroma_cqt_10_var,chroma_cqt_11_var,chroma_cens_0_mean,chroma_cens_1_mean,chroma_cens_2_mean,chroma_cens_3_mean,chroma_cens_4_mean,chroma_cens_5_mean,chroma_cens_6_mean,chroma_cens_7_mean,chroma_cens_8_mean,chroma_cens_9_mean,chroma_cens_10_mean,chroma_cens_11_mean,chroma_cens_0_var,chroma_cens_1_var,chroma_cens_2_var,chroma_cens_3_var,chroma_cens_4_var,chroma_cens_5_var,chroma_cens_6_var,chroma_cens_7_var,chroma_cens_8_var,chroma_cens_9_var,chroma_cens_10_var,chroma_cens_11_var,genre
0.46209037,0.17099187,0.1925567,0.37835655,0.3539494,0.45925716,0.27628475,0.32396185,0.18765378,0.20239782,0.32359976,0.31653857,0.14209487,0.036859103,0.037472166,0.13116881,0.075847715,0.17408563,0.0640405,0.09463719,0.0500306,0.053847015,0.093779825,0.06970091,0.47939146,0.307527,0.39477912,0.5200549,0.5637081,0.70884633,0.417379,0.4643806,0.37879735,0.35433435,0.427379,0.39556155,0.07821189,0.02743535,0.03980483,0.093629986,0.0671364,0.09439612,0.046881884,0.05546771,0.04490436,0.027316917,0.059648182,0.065646574,0.27305374,0.13867979,0.21928376,0.3013759,0.3446981,0.4263241,0.23171552,0.27097663,0.20044188,0.19480728,0.2578225,0.21033968,0.021472659,0.004536139,0.0038792503,0.039066847,0.010268237,0.01322187,0.0108217755,0.006722771,0.004923939,0.0046849754,0.012024593,0.019142233,blues
0.24834034,0.23031718,0.30519626,0.4141206,0.65872407,0.541794,0.3526597,0.34855935,0.34550485,0.34785601,0.27667347,0.3209025,0.07417757,0.044866093,0.061143816,0.07650424,0.14061505,0.123229116,0.06451644,0.09249911,0.09037873,0.101588756,0.07629512,0.11211717,0.19844583,0.18441501,0.23460294,0.37701896,0.7803396,0.2825074,0.22236866,0.28905216,0.25583208,0.28908655,0.29538876,0.387631,0.02131578,0.02163231,0.03533707,0.046910007,0.109994225,0.035067383,0.031541705,0.070009485,0.049312107,0.06061149,0.039357986,0.11652526,0.10256493,0.08668193,0.14834931,0.3263133,0.5755416,0.21645318,0.13898805,0.1879225,0.15776394,0.19405764,0.23665494,0.26800004,0.0069714845,0.0042045554,0.0096384315,0.02629955,0.044670112,0.009584315,0.009298143,0.02642701,0.015133412,0.016014613,0.013079287,0.04904782,blues
0.3037391,0.16060716,0.2195065,0.20335963,0.19669212,0.26667145,0.30215806,0.1577231,0.18236226,0.21339056,0.37535894,0.6504872,0.0518357,0.046418875,0.093064405,0.06772195,0.08076175,0.09169608,0.10737432,0.03902978,0.05732532,0.06667431,0.059822485,0.15921842,0.3873557,0.38277394,0.4268266,0.38487852,0.36350542,0.4437449,0.54797626,0.26193607,0.3483305,0.33546814,0.32684922,0.8203815,0.044394046,0.052197024,0.07158742,0.04418121,0.05935947,0.06231998,0.06364949,0.023028336,0.054168906,0.046982545,0.02749139,0.066199765,0.24288014,0.23398215,0.25437716,0.24081348,0.19631533,0.28895393,0.38082507,0.104678884,0.1813264,0.17670195,0.20123759,0.52317554,0.0043287533,0.008093181,0.013677125,0.005296241,0.013360767,0.0063010817,0.008477919,0.005045099,0.008465975,0.005751792,0.0060705203,0.022362698,blues
0.12769455,0.14224939,0.17113939,0.14699556,0.18999651,0.23210025,0.1563588,0.21675123,0.34527633,0.38490975,0.69176924,0.3736831,0.03011918,0.05497409,0.05928727,0.052000437,0.06357667,0.06781017,0.033297565,0.06008706,0.119196706,0.057879508,0.14357996,0.060299978,0.37889108,0.40933958,0.42833415,0.34760103,0.35972086,0.5479186,0.43753168,0.35436752,0.46817723,0.40892303,0.84999,0.6270174,0.03464634,0.056140225,0.052390013,0.042987067,0.049781114,0.054578003,0.043877084,0.043713942,0.07286379,0.043464623,0.05124062,0.03826341,0.19392551,0.21237612,0.22633506,0.15929227,0.16224355,0.3383005,0.23818603,0.16427162,0.25135496,0.22167869,0.50241894,0.38818842,0.003522499,0.012085906,0.008938291,0.008988574,0.009617127,0.007373447,0.0044790925,0.006434431,0.009383355,0.0070024375,0.015171549,0.0077671935,blues
0.2959798,0.31584713,0.2945962,0.23986489,0.29456353,0.31403106,0.23693258,0.23518,0.28398797,0.3779185,0.62069154,0.43712384,0.10398499,0.11138581,0.0990291,0.0756692,0.09378147,0.10273357,0.06370734,0.061032377,0.08045484,0.0847962,0.17664218,0.113198645,0.55687624,0.4880592,0.63231796,0.41424045,0.41296637,0.5557935,0.43654042,0.31211933,0.29855707,0.3080184,0.4378583,0.7337149,0.07594293,0.056325972,0.08186141,0.04639045,0.043119688,0.06778576,0.0480445,0.023842867,0.025488852,0.034753088,0.05828996,0.07934895,0.32144946,0.2775371,0.36657396,0.22246432,0.2291555,0.32552022,0.23938271,0.12872568,0.1190844,0.13515446,0.23690385,0.43555102,0.010353442,0.009380711,0.014572301,0.009453071,0.007953008,0.009711813,0.009229101,0.006163013,0.0051492564,0.010148447,0.020760547,0.012275828,blues
0.27003887,0.16510168,0.2418899,0.24282658,0.28292662,0.2934613,0.26243216,0.17003125,0.19486089,0.24148698,0.3523686,0.5193533,0.05487577,0.04679887,0.11115484,0.08670904,0.11777338,0.10753037,0.08629722,0.045193497,0.06026306,0.074477084,0.07866273,0.17121924,0.4546007,0.47590047,0.50119025,0.45605576,0.51326674,0.48697948,0.46654633,0.28054488,0.39568835,0.36692423,0.54378384,0.67259294,0.039823223,0.062321875,0.07324006,0.06410543,0.07642641,0.056901462,0.054666713,0.023829048,0.06180408,0.0443077,0.05900009,0.088623345,0.26188478,0.27712896,0.28862107,0.25340125,0.2984945,0.2820249,0.26811138,0.092578426,0.19768997,0.18118607,0.32496485,0.39779797,0.0032963562,0.006717119,0.009177475,0.015254461,0.01881787,0.008196279,0.0074543655,0.0050903955,0.013049811,0.008505614,0.011191705,0.0155035965,blues
0.23239245,0.1687565,0.14952137,0.27854714,0.40721023,0.2495265,0.27207148,0.35484123,0.5287467,0.5378589,0.26490322,0.25382757,0.08094848,0.04919158,0.039237842,0.07501554,0.12526992,0.066963695,0.08453015,0.09653638,0.12229463,0.15206195,0.053392638,0.08454476,0.51141703,0.54689145,0.42125154,0.51992655,0.6370492,0.50724393,0.48785424,0.44505185,0.533735,0.63830304,0.42121524,0.49238807,0.058580726,0.061403926,0.046648223,0.051474757,0.06573431,0.05499766,0.06298427,0.05557829,0.070081025,0.087103546,0.036518406,0.05229548,0.2756447,0.30333787,0.19880149,0.28835297,0.35699025,0.2676547,0.2489238,0.22261813,0.27868396,0.3417712,0.21706702,0.26300249,0.0052766893,0.003777566,0.0069332593,0.0036673052,0.010572204,0.005430733,0.009536003,0.00877768,0.00918689,0.013501598,0.003215854,0.008097229,blues
0.30274373,0.20726669,0.15756597,0.1596936,0.30663747,0.25637436,0.25430107,0.31278467,0.42521173,0.57849765,0.35299775,0.31265053,0.10613812,0.05813025,0.05030466,0.035053868,0.10449961,0.06132128,0.07896405,0.08569214,0.08621428,0.14812623,0.053325832,0.10424261,0.50925344,0.45177978,0.3756201,0.38827905,0.5285603,0.46458334,0.56159616,0.39617416,0.5361604,0.6525996,0.3540139,0.5268017,0.06399064,0.043157015,0.042005587,0.03520652,0.062168177,0.042772375,0.0639084,0.04896477,0.06500505,0.09821488,0.028891021,0.06964745,0.2899255,0.25751,0.17634165,0.20294069,0.30702704,0.26302117,0.32205194,0.19919744,0.30174854,0.36576378,0.17143907,0.30155545,0.014258467,0.0059312913,0.00868271,0.0072964095,0.010402041,0.0062474734,0.009462541,0.014341767,0.008192275,0.018912464,0.0066537037,0.0149642015,blues
0.21087258,0.16098842,0.18929793,0.20331982,0.21737562,0.28001997,0.32929385,0.25057688,0.33021912,0.3768181,0.2984076,0.39363688,0.0578337,0.054084104,0.072623745,0.071009874,0.07898996,0.1063093,0.12289637,0.07609666,0.09861432,0.13420433,0.07014202,0.16541444,0.39575925,0.43607742,0.42571813,0.36764717,0.41733107,0.6350673,0.5302478,0.4405908,0.502325,0.4058541,0.52606076,0.49101403,0.048289865,0.05968555,0.060266834,0.049903847,0.054001864,0.08385783,0.06814759,0.06542089,0.11234932,0.08285212,0.094112635,0.07643179,0.2039413,0.23938017,0.22171862,0.17578469,0.22637916,0.37573564,0.3126688,0.24007553,0.2561527,0.18812744,0.2927899,0.27860367,0.008264295,0.008853488,0.011221223,0.012803162,0.009433565,0.019285673,0.017265683,0.011885081,0.03498175,0.019266872,0.02868625,0.026923744,blues
0.19479886,0.1942414,0.15759374,0.2542765,0.34069914,0.14696783,0.13919757,0.24395072,0.4377345,0.55457735,0.25228745,0.17302033,0.080881864,0.066066645,0.058522455,0.08424948,0.13610566,0.044138066,0.047953635,0.082045905,0.09301994,0.1738049,0.051068965,0.055460274,0.4552623,0.49432412,0.42436305,0.42451155,0.5360271,0.33127433,0.36089784,0.36791113,0.5214168,0.67391664,0.33712932,0.4052555,0.069266476,0.06291014,0.055493467,0.055821653,0.075263076,0.029092368,0.03316944,0.04915156,0.057994343,0.104034,0.023663903,0.04452853,0.2614768,0.3109382,0.25920758,0.25024632,0.33071283,0.16922098,0.20569111,0.19603916,0.34271702,0.41267145,0.1846257,0.23847446,0.0103566125,0.006420322,0.008259283,0.010748132,0.009996771,0.0055036144,0.004125638,0.010695818,0.009490846,0.022504847,0.00475275,0.0048245997,blues
0.24969855,0.1725493,0.21799389,0.29246858,0.49619138,0.24927713,0.22601505,0.34278342,0.38807407,0.2992903,0.28331283,0.41454393,0.060382947,0.05198595,0.078370675,0.06589928,0.15700752,0.052403875,0.06326002,0.10236111,0.12070933,0.088645145,0.06844923,0.12787455,0.5346464,0.48397824,0.4351063,0.44327787,0.7042603,0.46728304,0.4879527,0.44860283,0.531249,0.3925583,0.35985813,0.7275393,0.045767058,0.05881592,0.049160693,0.040201273,0.06973846,0.035122912,0.04932383,0.06326657,0.0661176,0.039456528,0.024188247,0.058549337,0.29129583,0.25184998,0.21816084,0.23279516,0.39948925,0.25410238,0.26303056,0.2266692,0.28678688,0.18368034,0.17167932,0.41779065,0.004524441,0.009826278,0.00930262,0.0053095487,0.0071543236,0.0033269492,0.0051024933,0.012642708,0.009896817,0.0068259444,0.003501637,0.0077851317,blues
0.23314044,0.16188844,0.18005443,0.21771011,0.3867717,0.55786777,0.45691484,0.44296697,0.40354624,0.29668957,0.28413838,0.23403352,0.07884297,0.03336098,0.046953432,0.043263454,0.111435115,0.17311433,0.12457444,0.0996194,0.10788124,0.065533295,0.11681396,0.064724825,0.37890148,0.40113792,0.27496174,0.31888935,0.28936794,0.5923774,0.7179227,0.29545704,0.41685236,0.38150853,0.33333075,0.49157673,0.043668874,0.052327167,0.017769504,0.026577784,0.021792846,0.06316275,0.095797405,0.031768717,0.08114163,0.07303699,0.051471572,0.099315435,0.23395601,0.25337932,0.13396008,0.18297015,0.1586251,0.3812026,0.4630553,0.15030691,0.24304858,0.20946687,0.1727761,0.29644078,0.011040008,0.014720046,0.0055335406,0.0072484454,0.006349972,0.01948787,0.031889662,0.007249751,0.020596022,0.022390828,0.025618961,0.029347543,blues
0.3898342,0.23306346,0.21168084,0.2565474,0.32922992,0.49539053,0.35581505,0.32016486,0.2815282,0.31771594,0.25055915,0.23779833,0.13309816,0.053131465,0.076435745,0.08515081,0.099026754,0.1652014,0.09573604,0.09250152,0.06782132,0.10150256,0.08048245,0.054826636,0.5904969,0.47303694,0.38033766,0.40353632,0.35443255,0.6864635,0.5079604,0.35802418,0.3343279,0.3668344,0.46640688,0.36575946,0.07565556,0.05901295,0.043070488,0.05887054,0.031109892,0.09122192,0.046982884,0.053882774,0.046731595,0.0710045,0.06670347,0.038189705,0.37145284,0.28512415,0.21686526,0.2244824,0.19599622,0.41676116,0.3152243,0.1823424,0.1582571,0.17552453,0.27085698,0.20685343,0.013203827,0.010041425,0.008949523,0.014449601,0.0061079767,0.02700294,0.013343081,0.013759032,0.014292726,0.018285725,0.018073127,0.00906966,blues
0.20817874,0.2739207,0.18811938,0.20792688,0.48324555,0.22903048,0.12468963,0.16487423,0.2821386,0.65106374,0.36538815,0.19110774,0.06299536,0.11095257,0.057632588,0.03850483,0.15074396,0.039878137,0.037147757,0.048372794,0.04649544,0.13679793,0.0629753,0.04857885,0.36225846,0.37663734,0.29840645,0.3393731,0.53818256,0.22696346,0.24918786,0.2397586,0.3915068,0.80950254,0.38562766,0.45791826,0.050719883,0.0540743,0.052242476,0.044321187,0.07898688,0.0244163,0.03718231,0.029579679,0.04289003,0.08254205,0.031908743,0.042606276,0.23049475,0.23483364,0.15357096,0.21123989,0.36743644,0.08395028,0.10384517,0.105411395,0.26533157,0.5239239,0.27761772,0.33307835,0.008266702,0.011147212,0.01677855,0.0094904695,0.015711606,0.005962388,0.008796354,0.0076176804,0.011070455,0.023093946,0.0037121142,0.005009051,blues
0.30598634,0.2333308,0.23136055,0.17506902,0.2053039,0.23783106,0.117815435,0.08231536,0.12756333,0.29739895,0.60925746,0.53360415,0.08942015,0.07680578,0.091678336,0.06256193,0.08018424,0.09369564,0.026186032,0.023369994,0.033966452,0.06802231,0.13829476,0.13364474,0.35327902,0.3671922,0.3377997,0.2960248,0.30764046,0.26854512,0.1864268,0.169684,0.2203484,0.4613841,0.7425928,0.6255057,0.046544466,0.060831003,0.05003082,0.05920366,0.059465542,0.03950568,0.018203214,0.022147944,0.03871451,0.07457265,0.08663804,0.06220884,0.24496576,0.24541897,0.21630067,0.16129,0.17402907,0.14767517,0.053145543,0.04572447,0.08589256,0.33523044,0.5149521,0.47065395,0.006680173,0.0136901,0.012961758,0.025790805,0.016429842,0.0090179285,0.0033121363,0.0028767122,0.0059237224,0.02632851,0.018283874,0.0022083265,blues
0.24255447,0.20957917,0.26647526,0.18082725,0.23675506,0.30517632,0.13574521,0.1120809,0.17639196,0.4370688,0.7760873,0.41263807,0.054022472,0.057213314,0.090778135,0.05529387,0.06687859,0.09590082,0.023253035,0.022676075,0.03629523,0.05269896,0.10830491,0.06390816,0.3431683,0.36358246,0.4173543,0.312582,0.38049626,0.40461394,0.26398718,0.25899097,0.2810026,0.38639563,0.91686815,0.5450076,0.02636992,0.04168519,0.040122427,0.039524283,0.049396057,0.037696037,0.017184755,0.018361121,0.02165246,0.034941323,0.035305087,0.03833847,0.21064724,0.2313789,0.28300822,0.16570973,0.23791042,0.2665778,0.121768266,0.118632965,0.14126119,0.25136214,0.57143635,0.38759428,0.0031511192,0.0056404597,0.00517816,0.009850351,0.009173195,0.009198169,0.0066038384,0.006338334,0.0047433465,0.005717796,0.009736919,0.0027336392,blues
0.37540948,0.24692556,0.21814579,0.14881718,0.20565744,0.36973116,0.20062134,0.15378381,0.19790983,0.24965262,0.46667793,0.50955707,0.10324022,0.055038363,0.091665275,0.043362435,0.06841539,0.13503996,0.050209854,0.052503742,0.05824777,0.052051842,0.11553282,0.15291749,0.35568282,0.3113872,0.30421436,0.262537,0.2998624,0.3657366,0.24681732,0.22345395,0.24146764,0.33377522,0.67066455,0.79936755,0.034814496,0.03683875,0.046571374,0.030774195,0.054829385,0.06606586,0.031023214,0.033645954,0.04473894,0.038392104,0.076870784,0.059702095,0.2343434,0.18869248,0.18046805,0.14408797,0.16969253,0.22801733,0.12267488,0.10306488,0.10930842,0.22448617,0.4680838,0.54666895,0.012064823,0.010711513,0.01694443,0.0105674155,0.015382113,0.018848576,0.008672369,0.011521452,0.01588229,0.020381285,0.022509811,0.005911408,blues
0.39006543,0.23868655,0.28065097,0.24534842,0.41357568,0.29710388,0.20207985,0.12528218,0.16353565,0.21445334,0.3318791,0.5615291,0.08670927,0.05934972,0.1061256,0.062201545,0.13702889,0.071591154,0.0801706,0.044621553,0.04572016,0.050922427,0.06882705,0.1543653,0.40000322,0.30576897,0.3514233,0.24205019,0.46377727,0.30399674,0.25719836,0.1671165,0.20056164,0.20749371,0.3027144,0.8007583,0.04368801,0.055626817,0.08483261,0.039523333,0.08446312,0.050616063,0.048411705,0.030376349,0.023457747,0.027957633,0.037570033,0.062591285,0.3310264,0.19803867,0.23509558,0.13864891,0.3385893,0.20800892,0.15423743,0.054133907,0.0913967,0.10499469,0.22162355,0.5868652,0.008432408,0.016368244,0.029623332,0.011343581,0.025076285,0.010926688,0.02000979,0.007929934,0.007952664,0.011271865,0.012217083,0.018021777,blues
