mfcc_0_mean,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_0_var,mfcc_1_var,mfcc_2_var,mfcc_3_var,mfcc_4_var,mfcc_5_var,mfcc_6_var,mfcc_7_var,mfcc_8_var,mfcc_9_var,mfcc_10_var,mfcc_11_var,mfcc_12_var,genre,filename
-173.81046,137.17355,-23.72303,26.979677,-16.67521,4.1947303,-12.571788,5.851669,-2.8769507,-1.1783808,-1.9682404,1.8011796,-3.0069504,8143.062,1082.654,1028.9458,495.41827,289.7898,160.0762,150.51718,82.444984,108.58822,65.64737,55.532143,57.92027,93.64786,blues,data\genres_original\blues\blues.00010.wav
-287.9319,124.010765,5.4674478,33.66307,1.091654,14.703699,-4.8811417,8.668892,0.78433156,6.57608,-4.875815,-3.176761,-5.5382586,5931.3467,994.99554,302.0755,344.49417,441.21622,235.38486,149.53206,189.32147,148.67032,114.22454,93.7772,84.19608,65.792854,blues,data\genres_original\blues\blues.00011.wav
-207.2383,132.82741,-15.45408,60.980972,0.7190263,12.4613285,1.1633852,-1.5329198,-17.895847,8.360363,-2.459651,-0.5846391,0.37226447,4575.776,666.0227,935.23145,330.53262,313.94824,101.10465,107.933075,111.63531,96.37597,94.81139,139.65952,92.744286,86.13247,blues,data\genres_original\blues\blues.00012.wav
-209.80392,124.46476,10.309394,47.016357,6.478227,15.41512,-2.0159416,6.7262187,-21.543222,10.720836,-5.5328465,-2.1957276,-3.0491858,1968.6527,541.9335,662.1497,148.4147,101.90166,146.17113,69.43244,76.019615,96.41771,95.860405,90.6517,59.19819,52.31441,blues,data\genres_original\blues\blues.00013.wav
-305.66437,113.07102,12.107334,45.052197,17.734386,14.590071,4.147996,0.22631156,-7.021587,13.646477,8.91421,1.3037987,5.9549785,8192.634,682.14856,1462.7546,224.56734,248.84837,154.57202,157.61455,166.89561,97.58988,76.79964,90.02956,62.693886,64.31771,blues,data\genres_original\blues\blues.00014.wav
-238.51962,120.10219,-4.2219477,42.294594,5.923822,13.911398,5.350524,1.8952672,-16.928087,12.343145,3.9388995,-1.3966831,0.013027749,4379.6255,728.1788,978.79614,383.18594,298.72183,117.38614,119.63875,143.87921,89.81885,76.23276,81.61115,60.90996,60.5666,blues,data\genres_original\blues\blues.00015.wav
-233.77281,120.66434,-3.164092,39.514828,3.8315241,18.828156,-3.6787386,4.4254684,-14.964927,17.571478,1.8461249,2.5500886,-1.2302392,4958.6343,561.7591,1207.2642,396.8244,284.47858,156.3235,100.447136,111.51865,101.52829,102.22183,108.56196,66.5328,65.06261,blues,data\genres_original\blues\blues.00016.wav
-245.68724,140.48125,-2.7912185,60.404514,18.903513,9.828394,3.563824,0.52286255,-16.378489,6.6293535,7.2584243,-4.021235,1.601125,5196.257,800.1619,795.82556,360.887,235.44035,99.82424,118.55097,93.30116,129.11522,105.23015,96.81719,71.328354,72.963554,blues,data\genres_original\blues\blues.00017.wav
-252.48178,104.94516,15.296445,42.68784,6.770452,21.611765,-1.3111783,5.681745,-16.636873,12.16935,-1.9619533,1.9602653,-0.89822775,2874.1829,604.05975,661.94025,162.72173,92.87257,117.26866,73.47131,100.52636,125.60383,123.66207,52.164993,64.75909,48.76035,blues,data\genres_original\blues\blues.00018.wav
-236.67947,138.4056,-4.9304795,47.6545,5.1578503,8.887806,0.48740575,-3.788342,-14.984866,10.428946,-0.3413842,0.7833589,1.7809838,5576.6396,536.2844,1166.9211,311.2415,466.2876,91.67842,98.060455,159.00233,77.34831,104.50037,134.52066,80.47019,77.91053,blues,data\genres_original\blues\blues.00019.wav
-230.36378,127.07773,7.114696,39.767056,1.9217218,17.410606,-5.626918,8.2406645,-18.116041,13.844725,-3.7571108,2.579849,-4.3167143,2989.1602,397.76837,600.3924,176.0069,116.42421,100.17704,79.68089,69.49092,60.15173,72.71004,71.56751,74.58947,62.589,blues,data\genres_original\blues\blues.00020.wav
-264.67126,138.85434,11.167329,48.523926,14.904312,20.586437,3.2061763,1.2635795,-15.839373,15.975112,3.358218,-1.506641,1.8969209,6340.7183,1001.429,1283.5443,371.25842,248.14607,130.0128,119.96546,104.41091,95.395905,85.30514,79.1454,71.932945,70.0342,blues,data\genres_original\blues\blues.00021.wav
-233.96312,136.14453,3.3066366,48.930626,8.705184,13.989511,5.3627157,0.4101892,-13.483557,16.860369,5.134752,-2.2307274,3.9538214,6504.2466,959.72797,1162.9741,383.96625,304.61374,165.4091,105.51817,128.1393,151.98457,82.7323,114.362495,77.221436,66.0046,blues,data\genres_original\blues\blues.00022.wav
-227.2558,137.76518,-14.502317,63.57536,5.6017485,11.988768,1.8891488,-1.8709356,-7.618036,-2.4516425,-2.8980217,-9.433825,-10.939208,4144.4,507.1656,1245.1946,210.98936,152.54596,93.58656,102.56179,87.26916,97.51639,97.633514,104.15347,87.927345,115.719406,blues,data\genres_original\blues\blues.00023.wav
-274.37683,130.40738,-6.357468,70.38822,13.269664,9.472181,7.7330894,-1.2365491,-0.5709878,-2.2971628,3.7794154,0.08548222,-0.9368571,5920.2183,500.41647,1342.9836,311.4976,230.38287,155.52798,121.50667,150.25732,94.17127,68.86658,76.74092,73.516495,126.63781,blues,data\genres_original\blues\blues.00024.wav
-249.31532,131.00032,0.6778697,66.704155,17.911272,4.623277,6.603809,1.2421156,1.4099408,-1.5849273,-0.9725387,-3.5726156,-2.9297993,3977.6575,338.24554,1578.9686,298.3847,183.51114,173.19873,96.41475,98.26317,75.738655,91.75964,101.25188,85.11508,86.26875,blues,data\genres_original\blues\blues.00025.wav
-284.64056,108.80131,9.085319,51.198063,18.07189,7.6021547,8.755716,2.3540907,0.0033673658,2.2484956,4.1991253,-3.283064,1.6176826,6202.548,675.54285,1444.9445,296.57825,210.83527,181.8869,122.01364,103.12947,93.45781,106.08587,84.31745,97.75062,68.57549,blues,data\genres_original\blues\blues.00026.wav
-228.20984,130.32317,-23.311424,70.20095,1.1310546,7.584427,0.9005107,1.9828155,-6.164415,-9.382748,-2.56378,-4.5257525,-0.2604644,2813.7803,689.4209,927.2701,397.6454,181.74107,154.08311,100.34201,88.28393,61.857975,86.06395,107.833115,58.995457,67.79429,blues,data\genres_original\blues\blues.00027.wav
-248.98882,139.05774,-16.27087,57.137146,20.188509,10.186956,4.5429106,0.3310718,-7.8745785,-3.4545717,-2.6574361,-2.8329575,-0.90465844,4960.168,397.9725,1165.7606,329.1937,158.22343,133.22313,126.33146,118.26378,69.82373,68.51031,79.47989,66.65289,95.408035,blues,data\genres_original\blues\blues.00028.wav
-233.72897,101.19028,17.647955,23.734173,2.0825462,25.936394,-16.956385,15.084952,-22.273954,4.38161,-23.201656,-6.050581,-5.067927,3685.9968,885.1662,375.19736,219.077,227.48593,135.567,339.19635,113.5507,98.33264,122.68303,167.3735,81.708855,80.843315,blues,data\genres_original\blues\blues.00029.wav
-206.93233,117.80414,23.241365,28.308992,-1.126013,18.867395,-21.97302,17.844067,-25.595348,2.139523,-17.782476,-8.011028,-17.610441,2025.0728,763.5176,281.14032,261.2949,194.80252,160.91714,212.44698,137.30339,200.11937,103.07033,73.11466,60.389973,72.830696,blues,data\genres_original\blues\blues.00030.wav
-221.87302,110.8554,18.636082,30.92296,3.2964358,22.585636,-20.403688,12.121834,-26.332514,-4.367301,-26.395552,-13.04718,-12.667627,2512.0298,586.3889,190.44043,180.49846,221.32793,100.604965,318.4722,114.503334,109.00269,102.22711,128.8599,107.47272,146.42516,blues,data\genres_original\blues\blues.00031.wav
-288.7327,105.90115,18.776207,23.682646,5.6820407,25.54894,-13.463247,12.437668,-11.963671,1.5746143,-15.640525,-6.632071,-11.693039,5319.0356,829.6179,433.78073,342.53232,381.52658,164.24428,228.21718,125.63249,196.29906,132.29857,126.26146,81.745636,102.44064,blues,data\genres_original\blues\blues.00032.wav
-238.96988,108.68232,34.158817,30.20716,-0.49822134,27.279755,-21.377928,14.166391,-24.509224,-1.8904003,-28.051817,-11.25711,-16.457558,3230.6921,821.18115,279.21472,302.70737,237.4868,140.72952,286.7237,139.31052,117.44081,179.17099,127.13948,87.63016,90.87678,blues,data\genres_original\blues\blues.00033.wav
-217.18364,105.78522,15.602848,25.24884,-1.4500507,30.19327,-17.716621,17.319042,-27.213608,4.338282,-20.0573,-10.700285,-14.228785,3599.9531,533.9498,358.40976,219.3241,215.97491,117.47158,223.58751,126.52496,112.21848,177.22545,115.21863,70.82691,105.002716,blues,data\genres_original\blues\blues.00034.wav
-171.79478,120.28173,15.331755,21.094315,-5.3954434,24.185543,-24.130846,18.545135,-22.342922,1.3107386,-20.765268,-4.991692,-17.108126,1940.7294,693.2223,269.14954,146.52971,175.62318,119.22541,145.58356,100.659134,139.44583,115.741684,68.06179,81.389626,86.59743,blues,data\genres_original\blues\blues.00035.wav
-200.18538,116.348595,17.990738,25.287695,0.28717083,24.193773,-22.253931,11.182934,-26.854319,-7.637254,-24.876745,-12.010829,-17.024942,2875.0408,484.6644,199.02489,291.50247,179.40805,99.91042,306.8604,95.03406,97.11792,110.53862,123.126884,98.73029,77.72668,blues,data\genres_original\blues\blues.00036.wav
-328.56018,102.70981,19.872597,26.714405,7.1520658,22.708387,-6.9570885,12.789707,-10.729283,-0.4425989,-12.386709,-8.909131,-9.215009,7473.8706,631.448,703.41345,170.74292,252.62079,248.45517,208.76602,154.86096,158.39136,83.60074,110.197044,110.96426,126.906494,blues,data\genres_original\blues\blues.00037.wav
-192.69032,111.157486,21.351843,26.396648,-0.64950144,23.48705,-25.476696,16.92198,-16.971931,5.785404,-25.736197,-5.0530734,-17.632252,3217.0422,760.53217,298.48038,250.29945,190.40549,170.42645,120.31707,142.0317,190.60272,97.447754,85.9731,73.31194,81.10129,blues,data\genres_original\blues\blues.00038.wav
-301.70804,111.53328,21.896053,16.15057,8.198791,22.081917,-8.601798,1.482753,-17.077759,-8.343712,-17.010782,-10.576027,-15.687029,5065.2104,593.248,301.5973,242.0108,283.87656,138.2948,280.92072,120.92415,113.16592,113.457016,106.476616,89.17511,78.27084,blues,data\genres_original\blues\blues.00039.wav
-110.285034,90.71587,-2.5352986,74.0649,-11.763082,39.210945,-13.171311,20.544197,-17.162983,12.8139715,-21.437147,5.957196,-8.026906,1286.2251,229.9067,227.45612,114.22637,113.54915,66.07152,86.33679,50.4479,47.059044,93.544205,41.112724,49.044147,47.139214,blues,data\genres_original\blues\blues.00040.wav
-107.203255,88.49288,-4.1719,55.477848,-8.0177145,38.413597,-6.4136605,28.57575,-19.81994,13.244698,-19.248566,12.076122,-4.582267,1418.7047,379.4755,324.23413,129.48515,106.98342,70.49761,89.53754,85.68677,54.799854,124.80087,68.76446,52.37292,56.79173,blues,data\genres_original\blues\blues.00041.wav
-159.5804,69.80602,-4.402107,76.845116,3.914898,45.175884,-4.860274,32.20158,-9.805074,7.809358,-21.826738,9.69575,-2.5847607,2438.8425,240.75041,515.1101,111.44869,118.83888,40.97118,58.180298,45.05411,68.408325,66.92712,72.33281,40.80174,79.561035,blues,data\genres_original\blues\blues.00042.wav
-109.14071,100.619644,-8.666454,47.35473,-6.568465,39.617756,-8.521923,29.572609,-16.594837,13.170881,-24.213415,6.5830193,-8.652447,2209.1052,230.52611,385.3847,83.08291,89.71742,92.3731,90.83311,40.924587,58.66998,113.541695,41.097633,63.028423,43.51108,blues,data\genres_original\blues\blues.00043.wav
-109.53125,86.9288,-8.606026,64.480484,-6.302876,43.645935,-8.295385,28.543201,-14.081493,8.137968,-21.48412,11.087112,-5.095304,825.78674,227.79309,278.6758,82.36141,55.093422,38.814426,51.62467,54.884113,77.61288,85.42997,69.56904,94.99685,91.418175,blues,data\genres_original\blues\blues.00044.wav
-163.24342,89.78384,12.974768,80.69835,3.663785,39.734093,-5.409266,26.490929,-13.169032,2.7055442,-20.547697,6.011405,-2.906491,669.9909,207.5522,134.92914,43.353313,32.880096,38.96316,44.017635,31.626709,37.974056,35.892223,38.927917,37.744682,50.2276,blues,data\genres_original\blues\blues.00045.wav
-182.60481,90.67421,14.124648,67.552986,2.6751466,38.430412,-8.419177,24.123713,-13.794528,4.8405757,-16.67912,5.827117,-5.1463914,2273.023,451.29398,267.2211,173.46625,117.65267,65.76744,147.03831,72.18447,59.88192,58.736805,44.43275,42.44453,49.541466,blues,data\genres_original\blues\blues.00046.wav
-149.96422,93.663895,6.347334,71.49793,-8.129108,36.19368,-9.783754,17.647097,-21.112293,-0.13059248,-22.204636,5.426575,-7.464398,1104.7489,194.89076,172.53929,97.62368,96.843216,39.40081,51.195137,66.05271,55.39758,64.453476,40.758312,35.140984,42.076725,blues,data\genres_original\blues\blues.00047.wav
-106.39663,102.66919,-20.160875,59.366917,-9.960424,33.70237,-14.18707,23.524563,-13.328021,16.005512,-18.926493,7.8249483,-7.797836,1516.7443,267.7005,370.71356,123.92099,130.07983,59.594765,117.78866,93.71704,62.01877,79.067696,61.93205,68.96399,50.624645,blues,data\genres_original\blues\blues.00048.wav
-255.96312,110.83974,21.46607,67.558914,4.2955728,43.095005,-4.5027637,10.435257,-8.718684,1.6503062,-20.581207,-2.4358413,-7.146028,3162.6323,667.7594,351.6857,204.99411,197.39034,83.037125,74.33721,75.69823,102.5398,80.245735,69.36396,60.116077,66.004974,blues,data\genres_original\blues\blues.00049.wav
-83.02948,107.10441,-25.338032,57.1057,0.0798358,34.69768,-11.060305,20.54429,-11.203026,14.825527,-10.235623,12.548191,-9.764642,2507.6577,315.97162,340.72153,204.45326,138.05843,73.129486,101.87094,52.264713,61.223705,59.41549,43.789463,50.428417,45.16902,blues,data\genres_original\blues\blues.00050.wav
-55.631004,114.9514,-37.049217,64.900314,-7.1699824,15.256333,-16.24762,18.646315,-9.762152,21.460814,-5.662462,12.79181,-16.540878,1013.77313,318.2905,205.4147,68.838974,93.57416,114.96858,97.79859,77.883606,68.49206,73.34603,72.03129,99.28801,55.811733,blues,data\genres_original\blues\blues.00051.wav
-225.26271,117.62649,-14.538812,64.79437,12.911807,19.036669,10.6702,9.886925,-2.3937404,11.683764,1.5412838,3.0635996,-7.6256146,7864.959,671.642,815.5821,174.35587,315.0233,251.42827,197.08919,112.78764,101.74814,65.722885,62.23084,59.590923,54.649868,blues,data\genres_original\blues\blues.00052.wav
-76.74659,105.751114,-43.19778,60.959892,-8.785327,21.246374,-12.868538,18.610828,-11.409451,14.548588,-6.0564647,12.733198,-9.375089,2904.6755,432.7131,390.6787,407.48138,203.7447,121.033356,165.5035,148.79478,57.129345,78.48998,68.89861,64.493004,54.816513,blues,data\genres_original\blues\blues.00053.wav
-57.94168,109.0066,-36.21867,64.044914,1.4201571,26.318415,-17.484892,20.42565,-9.550732,18.168362,-6.064984,13.87447,-11.29574,1749.596,452.26117,304.0944,150.55829,179.70105,87.41293,150.62215,60.347267,58.454643,63.42252,61.46452,63.644516,42.675922,blues,data\genres_original\blues\blues.00054.wav
-98.7711,104.79962,-35.097168,60.695198,-2.8405917,22.22947,-7.831078,19.035414,-11.572287,17.017876,-5.3780265,12.197646,-9.955082,3338.735,339.65695,349.19427,284.488,154.94588,125.7887,108.20958,104.4004,51.382214,105.08026,57.89823,67.92558,58.173283,blues,data\genres_original\blues\blues.00055.wav
-145.29242,102.850784,-12.567545,56.993618,2.2211056,26.614082,-4.29843,17.341423,-8.0161295,15.237474,-6.9487624,7.4706607,-10.477944,4647.8833,530.9258,354.11063,279.27228,261.18112,190.24197,191.16797,107.84073,80.43466,82.39677,48.317543,104.04367,49.6342,blues,data\genres_original\blues\blues.00056.wav
-92.73328,115.323425,-35.068222,57.875343,1.8522309,26.613142,-14.536868,22.12833,-8.207463,11.016058,-5.6494255,7.278642,-10.204165,3131.9705,522.344,408.58557,331.25388,301.6893,152.54678,149.01703,109.92516,72.0036,103.81337,79.72065,70.31647,56.593014,blues,data\genres_original\blues\blues.00057.wav
-95.44059,105.23433,-26.953482,60.816486,-4.854668,21.543472,-13.520524,12.13553,-20.231928,12.156194,-5.2262135,10.267819,-9.4598,3216.1946,612.76733,376.1165,117.35528,152.49684,167.84454,118.71463,103.32625,90.339134,85.81288,73.183075,61.97442,66.39126,blues,data\genres_original\blues\blues.00058.wav
-86.268684,91.95878,-23.41585,68.26197,-3.8848536,22.747063,-9.897946,16.88897,-11.390698,18.429132,-7.012552,10.759532,-11.943846,2577.3123,321.41037,238.66017,143.25569,228.16527,164.15067,125.57212,70.13794,59.90123,73.548225,41.342537,55.372566,58.569027,blues,data\genres_original\blues\blues.00059.wav
-67.761024,111.7113,-34.646255,61.319546,0.04420201,30.56148,-12.693844,21.164927,-13.122508,16.284252,-6.337016,12.300311,-12.475308,1612.4387,307.75888,223.12851,228.93216,175.38211,113.36227,109.601265,91.73634,55.812668,73.353325,38.105354,50.141617,40.45019,blues,data\genres_original\blues\blues.00060.wav
-82.52998,94.16451,-27.112604,75.65927,-27.521812,35.577274,-20.303492,25.112028,-15.370209,11.353974,-13.391487,8.147321,-8.500548,1043.4323,208.17197,166.58902,55.314293,67.8273,42.440685,49.30245,54.751087,47.820274,56.48817,54.973377,50.100494,64.64975,blues,data\genres_original\blues\blues.00061.wav
-144.92339,95.732994,-21.616442,49.62627,-29.88752,29.351145,-18.850819,17.902308,-9.670823,5.516722,-9.557408,6.359987,-21.088718,1826.8666,711.2628,419.7297,186.21233,267.99338,146.09868,248.81926,91.90008,107.87045,77.3131,74.18587,108.233345,79.01964,blues,data\genres_original\blues\blues.00062.wav
-129.15756,72.09806,-7.7710886,49.25128,-32.72323,21.60696,-27.37162,15.001658,-10.260744,12.431697,-17.031103,7.1205482,-18.018095,2037.5012,426.36517,593.79803,142.07368,107.302666,78.493195,188.03763,52.663307,121.35637,51.915085,57.22801,68.507515,66.155426,blues,data\genres_original\blues\blues.00063.wav
-85.13846,88.807526,-16.32557,59.228165,-35.98338,14.397045,-22.296473,9.660774,-14.823983,11.181689,-14.806866,8.475102,-19.587511,889.097,172.05463,190.40564,130.02379,78.20517,41.03355,51.305454,53.484436,45.236996,45.688698,42.16007,36.53898,37.816113,blues,data\genres_original\blues\blues.00064.wav
-118.35662,74.87531,-19.86609,46.944565,-32.55983,23.820112,-26.35521,17.678152,-13.824853,11.931674,-17.888666,7.5392737,-22.89513,1182.1466,605.6735,341.94843,126.391266,128.8168,84.06199,158.19856,55.986504,74.54639,68.852776,62.154594,67.23195,46.130962,blues,data\genres_original\blues\blues.00065.wav
-116.60201,97.43107,-13.89173,48.967636,-22.596458,27.759014,-20.245163,18.638863,-14.639585,8.482747,-16.644682,11.017631,-13.866874,1592.5149,505.02853,291.4989,154.69276,162.33765,79.28347,186.11568,65.97926,74.01625,51.36214,70.00743,83.00224,74.47449,blues,data\genres_original\blues\blues.00066.wav
-95.46357,101.38746,-20.677706,48.668915,-30.248262,20.8077,-18.291418,14.138235,-12.79949,13.443616,-14.068502,7.7323494,-19.215456,934.8757,365.61862,347.00116,176.19234,140.44308,85.45372,241.33427,62.313576,79.67008,56.49831,105.804184,72.947685,59.478878,blues,data\genres_original\blues\blues.00067.wav
-113.20137,88.7261,-8.926565,49.474174,-34.579094,15.856428,-17.74022,14.707291,-11.190547,15.368716,-15.0683975,8.74908,-18.629265,1586.7279,316.39017,227.4858,139.9142,122.9026,68.51744,68.03439,58.985874,50.512737,54.710556,68.79444,61.95054,32.853256,blues,data\genres_original\blues\blues.00068.wav
-121.47392,96.09719,-19.590857,48.038452,-38.784626,24.768978,-32.94141,8.102541,-17.818922,6.1178603,-19.995438,6.80034,-19.33321,1182.4146,436.45776,272.33472,131.02328,200.09311,103.46194,132.1605,101.19304,68.949776,74.08991,42.90715,64.269005,87.267006,blues,data\genres_original\blues\blues.00069.wav
-133.04897,105.73891,-22.158222,41.830692,-26.992502,19.118572,-26.566029,19.235983,-15.342011,6.989914,-10.81438,6.7986693,-11.726956,1942.1404,800.0214,315.99823,143.74637,154.97864,88.221924,223.71315,94.83168,91.89704,72.57198,98.90833,69.69671,71.32867,blues,data\genres_original\blues\blues.00070.wav
-89.39791,93.79924,-14.558413,54.38949,-33.50723,19.428232,-19.761513,13.029956,-13.864508,14.617379,-14.972617,10.598986,-18.020245,694.5907,192.50113,133.71312,99.20524,64.58908,41.679012,46.925266,46.16585,52.396427,51.479355,60.13639,35.43481,34.390316,blues,data\genres_original\blues\blues.00071.wav
-118.70432,87.64562,6.5529914,45.10232,-38.91159,20.823198,-26.864548,13.807368,-17.236187,5.111261,-15.712021,3.9887707,-27.53658,758.802,307.06256,247.97446,87.28488,78.56509,60.296448,46.410915,57.68386,43.76774,45.84007,41.68109,43.40912,41.367336,blues,data\genres_original\blues\blues.00072.wav
-30.126768,103.738075,-19.742796,56.41043,-12.707871,20.187708,-17.338875,16.300972,-18.438002,8.925146,-11.655669,11.209243,-8.847433,1122.2214,204.29926,185.54372,173.3163,121.6278,94.621796,90.20042,64.64779,56.85981,52.387844,53.7291,39.441807,51.867466,blues,data\genres_original\blues\blues.00073.wav
-56.0053,87.851326,-1.6130452,41.199356,-5.6183295,27.792627,-23.99084,21.776114,-18.41947,12.326554,-13.7120495,11.851395,-3.974117,2864.8823,358.02924,288.0494,165.72467,140.08159,108.56385,91.711945,64.88624,85.358665,65.81377,65.615166,70.8492,58.631683,blues,data\genres_original\blues\blues.00074.wav
-86.491806,92.72617,-15.342206,54.05328,0.8746949,31.574251,-14.615236,23.328945,-14.971667,15.337374,-7.053953,12.179845,-6.0996003,6869.525,780.0597,504.624,238.10812,214.33215,129.706,93.89247,48.94382,74.02932,75.26608,83.06796,61.870373,92.54944,blues,data\genres_original\blues\blues.00075.wav
-52.707645,74.45461,-18.709469,56.292683,-3.9566317,31.991102,-16.460793,22.40643,-12.25808,27.22263,-9.23979,7.799893,-10.568794,1343.419,222.07434,219.17458,113.06734,128.09071,101.31981,138.79938,80.235756,66.48326,65.776596,83.30694,51.77075,59.10679,blues,data\genres_original\blues\blues.00076.wav
-28.989248,104.531006,-30.983427,38.162052,-8.009196,30.894712,-20.60816,25.823612,-12.974684,16.943222,-12.272945,10.787743,-10.56656,1957.8125,307.0893,307.83673,109.1293,133.65538,96.35674,98.65362,69.795135,84.48471,53.345673,58.619827,37.383167,46.01934,blues,data\genres_original\blues\blues.00077.wav
-2.5430133,101.26548,-33.930927,41.52805,-13.81794,31.923836,-21.876541,24.470268,-15.8744135,15.808346,-14.370209,12.514341,-13.378112,734.6548,164.12778,142.69362,99.703766,104.83351,48.223385,66.64847,42.937637,40.990276,32.92149,43.8682,41.010944,39.436363,blues,data\genres_original\blues\blues.00078.wav
-3.5798953,92.929634,-25.082928,45.179504,-10.856173,31.863396,-18.04439,28.626354,-10.2277155,14.668069,-14.905226,14.741958,-15.603514,1020.4018,171.39415,149.58517,65.76458,70.59468,42.470562,73.045944,48.179405,59.069,41.81109,30.200726,28.676184,40.916348,blues,data\genres_original\blues\blues.00079.wav
-54.706253,119.48301,-34.87408,37.540634,-15.880536,22.081293,-14.661809,18.532047,-9.647198,11.256581,-11.729359,11.540745,-6.4318557,2272.1147,397.9644,246.3921,185.53296,157.4765,112.48084,207.59784,95.02667,124.39634,77.11396,75.76016,55.89343,72.85557,blues,data\genres_original\blues\blues.00080.wav
-27.024073,107.31879,-46.839245,40.927616,-21.476635,24.832186,-18.939482,15.274643,-15.052192,12.273417,-15.24018,14.332184,-13.839795,4599.6016,437.79205,200.71884,239.5692,73.19649,54.926296,81.06159,70.4485,60.665462,59.26516,41.462383,68.89172,43.28837,blues,data\genres_original\blues\blues.00081.wav
-29.367115,108.66699,-25.570349,38.460896,-18.340786,21.792147,-25.148397,22.39537,-17.588984,14.681227,-12.085815,5.48115,-7.6935263,1404.6522,254.32214,268.21945,153.98647,203.99947,97.207405,100.3202,62.93754,83.93119,88.787895,61.455338,64.42262,64.40304,blues,data\genres_original\blues\blues.00082.wav
